"Fecha","Mes_V","Dia_V","Vendedor","Cliente","Marca","Modelo","Anio","Precio_USD","Porciento_Comision","Comision_USD","Cant_Cuotas","Cuotas_pagadas","Tipo_cliente"
"6/2/2022",6,2,"Kimberly Maldonado","Michelle Bush","Chevrolet","Corolla",2019,13144,0.088974582,1169.48,1,1,0
"2/28/2022",2,28,"Tara Hubbard","Dr. Michelle Guerra","Chevrolet","Altima",2010,27838,0.120194229,3345.97,1,1,0
"11/1/2022",11,1,"Jacob Bishop","Thomas Edwards","Ford","Silverado",2015,11599,0.106657735,1237.12,1,1,0
"11/28/2022",11,28,"Michael Walton","Dana Hampton","Nissan","Corolla",2018,48099,0.128783715,6194.37,1,1,0
"1/19/2022",1,19,"John Newton","Mr. Shawn Johnson","Ford","Corolla",2018,10418,0.148482956,1546.9,6,5,1
"5/4/2022",5,4,"Kristen Martinez","Larry Andrews","Toyota","Altima",2022,31836,0.120816604,3846.32,1,1,0
"7/24/2022",7,24,"Kimberly Maldonado","Christopher Jenkins","Ford","Altima",2015,29785,0.092425865,2752.9,1,1,0
"3/9/2022",3,9,"Tara Hubbard","Caitlin Hughes","Nissan","Civic",2011,43101,0.090237164,3889.31,1,1,0
"3/15/2022",3,15,"Heather Davidson","Lydia Fleming","Ford","F-150",2022,32055,0.062044505,1988.84,1,1,0
"6/29/2022",6,29,"Betty Young","William Juarez","Honda","Corolla",2016,16578,0.141114865,2339.4,1,1,0
"8/26/2022",8,26,"Chad Davis","Kathryn Park","Honda","Civic",2021,46780,0.077381418,3619.9,1,1,0
"2/14/2022",2,14,"Lauren Hernandez","Kaitlin Rogers","Ford","Altima",2019,47011,0.066211592,3112.67,1,1,0
"3/28/2022",3,28,"David Diaz","Angela Hall","Toyota","Altima",2012,48518,0.13138673,6374.62,1,1,0
"3/16/2022",3,16,"Brian Moran","Brian Wagner","Nissan","Silverado",2019,44162,0.128188407,5661.06,1,1,0
"1/3/2022",1,3,"Amanda Butler","Jessica Becker","Ford","Civic",2011,20900,0.126024872,2633.92,1,1,0
"4/16/2022",4,16,"Jacob Bishop","Phillip Conley","Ford","F-150",2020,27795,0.0739954,2056.7,1,1,0
"1/30/2022",1,30,"Miss Andrea Cox","Anthony Gordon","Ford","F-150",2010,14816,0.069903865,1035.7,1,1,0
"2/19/2022",2,19,"Danny Hall","Kevin Morris","Honda","F-150",2019,43586,0.05800043,2528.01,1,1,0
"10/21/2022",10,21,"Christina Adkins","Katie Bell","Honda","Civic",2022,48743,0.11107111,5413.94,1,1,0
"10/22/2022",10,22,"Brian Ramos","Hunter Mccoy","Ford","Civic",2021,42308,0.103506541,4379.15,1,1,0
"11/7/2022",11,7,"Edward Fowler","Jacob Woods","Honda","F-150",2018,46030,0.131087744,6033.97,1,1,0
"9/25/2022",9,25,"Richard Garcia","Scott Humphrey","Chevrolet","Silverado",2010,13906,0.095843234,1332.8,1,1,0
"1/24/2022",1,24,"Dr. Samantha Young","John Nunez","Chevrolet","Corolla",2011,34067,0.12732943,4337.73,1,1,0
"6/7/2022",6,7,"John Newton","Jeffrey Cameron","Ford","Silverado",2012,42964,0.141651755,6085.93,1,1,0
"2/4/2022",2,4,"Kristen Martinez","Debra Gaines","Toyota","Corolla",2013,45031,0.075450255,3397.6,1,1,0
"10/28/2022",10,28,"Kimberly Maldonado","Nancy Miller","Toyota","Altima",2012,43422,0.08840186,3838.59,1,1,0
"1/20/2022",1,20,"Tara Hubbard","Stephanie Osborne","Nissan","Corolla",2022,13530,0.11121022,1504.67,1,1,0
"9/9/2022",9,9,"Ashley Ramos","Laura Mccullough","Ford","F-150",2012,12785,0.075195436,961.37,1,1,0
"11/22/2022",11,22,"Jacob Bishop","Rebecca Thompson","Nissan","Civic",2014,24407,0.116117404,2834.08,1,1,0
"7/21/2022",7,21,"Michael Walton","Michael Michael","Toyota","F-150",2014,46329,0.053654741,2485.77,1,1,0
"1/1/2022",1,1,"John Newton","Barbara Wong","Honda","Altima",2013,20067,0.148151975,2972.97,1,1,0
"12/16/2022",12,16,"Kristen Martinez","Joseph Richard","Nissan","F-150",2014,21084,0.053424536,1126.4,1,1,0
"3/26/2022",3,26,"Kimberly Maldonado","Nicholas Snow","Chevrolet","F-150",2010,25761,0.128635894,3313.79,1,1,0
"5/6/2022",5,6,"Tara Hubbard","Mrs. Misty Porter","Honda","Altima",2022,30977,0.112036971,3470.57,1,1,0
"2/16/2022",2,16,"Heather Davidson","Amy Ray","Ford","Silverado",2012,15083,0.102747925,1549.75,1,1,0
"7/3/2022",7,3,"Betty Young","Joseph Garcia","Toyota","Civic",2022,29071,0.118286698,3438.71,1,1,0
"4/27/2022",4,27,"Chad Davis","Benjamin Meadows","Ford","Silverado",2011,32373,0.08936696,2893.08,1,1,0
"12/17/2022",12,17,"Lauren Hernandez","Jasmine Crawford","Chevrolet","Civic",2015,17960,0.07262428,1304.33,1,1,0
"2/20/2022",2,20,"David Diaz","Barbara Sanchez","Ford","F-150",2011,12386,0.145937913,1807.59,1,1,0
"1/16/2022",1,16,"Brian Moran","Jessica Berry","Ford","Civic",2015,49402,0.054838674,2709.14,1,1,0
"12/22/2022",12,22,"Amanda Butler","Sarah Mason","Chevrolet","Corolla",2016,49985,0.13290165,6643.09,1,1,0
"10/20/2022",10,20,"Jacob Bishop","Lauren Medina","Honda","Civic",2022,27981,0.103730165,2902.47,1,1,0
"5/26/2022",5,26,"Pamela Smith","Stacey Brown","Ford","F-150",2016,43773,0.124348166,5443.09,1,1,0
"8/16/2022",8,16,"Madison Brewer","Erica Jones","Honda","Corolla",2011,15883,0.10601784,1683.88,1,1,0
"10/11/2022",10,11,"Sarah Jackson","Julie Flowers","Ford","Civic",2010,17750,0.124566978,2211.06,1,1,0
"10/21/2022",10,21,"John Newton","Claudia Campbell MD","Nissan","Corolla",2011,26017,0.083391553,2169.6,1,1,0
"1/31/2022",1,31,"Kristen Martinez","Julia Gardner","Toyota","F-150",2018,13871,0.13404394,1859.32,1,1,0
"8/19/2022",8,19,"Kimberly Maldonado","Ashley Nelson","Toyota","Corolla",2012,46203,0.067851123,3134.93,1,1,0
"1/24/2022",1,24,"Tara Hubbard","Kevin Harrison","Ford","F-150",2018,29655,0.08215267,2436.24,1,1,0
"11/17/2022",11,17,"Ashley Ramos","Miranda Stanley","Chevrolet","Altima",2022,33110,0.122285942,4048.89,1,1,0
"3/7/2022",3,7,"Patrick Harris","Robert Burke","Ford","Silverado",2021,46139,0.12867908,5937.12,1,1,0
"1/28/2022",1,28,"Eric Lopez","John Orozco","Honda","F-150",2022,47277,0.070577033,3336.67,1,1,0
"10/9/2022",10,9,"Terry Perkins MD","Marie Evans","Chevrolet","F-150",2021,14884,0.081680353,1215.73,1,1,0
"7/24/2022",7,24,"Ashley Brown","Tammy Brown","Chevrolet","F-150",2018,31163,0.060057204,1871.56,1,1,0
"7/5/2022",7,5,"Norma Watkins","James Gallagher","Toyota","Silverado",2014,13964,0.148722867,2076.77,1,1,0
"9/9/2022",9,9,"Scott Parker","Daniel Lin","Toyota","Civic",2018,46507,0.145953665,6787.87,1,1,0
"4/25/2022",4,25,"Andrew Smith","Sara Fletcher","Chevrolet","Corolla",2017,29602,0.078947128,2336.99,1,1,0
"6/7/2022",6,7,"Harold Nelson","Krystal Glass","Honda","Corolla",2014,25555,0.093254882,2383.13,1,1,0
"9/12/2022",9,12,"Richard Richardson","Anne Ferrell","Toyota","Civic",2019,24389,0.095097703,2319.34,1,1,0
"10/18/2022",10,18,"Andrew Martinez","David Garrett","Honda","Silverado",2015,37500,0.103799672,3892.49,1,1,0
"7/5/2022",7,5,"David Russell","Michael Miller","Nissan","Silverado",2016,24173,0.091079264,2201.66,1,1,0
"12/18/2022",12,18,"Edward Rodriguez","Amanda Anderson","Ford","Civic",2018,48905,0.120653061,5900.54,1,1,0
"7/21/2022",7,21,"Bryan Jones","Nicole Parsons","Chevrolet","Civic",2017,13097,0.100233911,1312.76,1,1,0
"1/23/2022",1,23,"Jason Sparks","John Olson","Honda","Corolla",2015,39430,0.083964739,3310.73,1,1,0
"1/10/2022",1,10,"John Newton","Samantha Hill","Chevrolet","Civic",2014,16606,0.117475392,1950.8,1,1,0
"3/31/2022",3,31,"Kristen Martinez","Christopher Roberts","Chevrolet","Altima",2012,34902,0.055008191,1919.9,1,1,0
"12/22/2022",12,22,"Kimberly Maldonado","Joshua Ali","Ford","Corolla",2014,38345,0.124913099,4789.79,1,1,0
"5/3/2022",5,3,"Tara Hubbard","David Johnson","Nissan","Altima",2015,28962,0.1044098,3023.92,1,1,0
"1/27/2022",1,27,"Ashley Ramos","Joseph Elliott","Ford","Civic",2022,38622,0.065223833,2519.07,1,1,0
"1/13/2022",1,13,"Patrick Harris","Kirsten Thompson DDS","Chevrolet","Civic",2012,16242,0.093600959,1520.27,1,1,0
"5/16/2022",5,16,"Eric Lopez","Timothy Sims","Toyota","F-150",2018,44409,0.09709587,4311.93,1,1,0
"11/19/2022",11,19,"Terry Perkins MD","Morgan Blair","Toyota","Altima",2012,28391,0.122471068,3477.08,1,1,0
"5/26/2022",5,26,"Ashley Brown","Virginia Christensen","Nissan","F-150",2014,39059,0.086522705,3379.49,1,1,0
"12/19/2022",12,19,"Norma Watkins","Andrew Bowen","Ford","Civic",2012,38980,0.052347642,2040.51,1,1,0
"9/17/2022",9,17,"Scott Parker","Casey Marshall","Honda","Corolla",2020,10301,0.132313722,1362.96,1,1,0
"11/20/2022",11,20,"Andrew Smith","Jade Taylor","Nissan","Civic",2021,11516,0.081035957,933.21,1,1,0
"12/26/2022",12,26,"Harold Nelson","Samuel Harris","Toyota","F-150",2017,32964,0.114420208,3771.75,1,1,0
"12/12/2022",12,12,"Richard Richardson","Kevin Aguilar","Chevrolet","F-150",2021,29337,0.143044342,4196.49,1,1,0
"1/17/2022",1,17,"Dr. Daniel Young PhD","Nicholas Lam","Ford","F-150",2013,24961,0.142822734,3565,1,1,0
"10/1/2022",10,1,"Deanna Coleman","George Johnson","Ford","Altima",2022,45546,0.078499965,3575.36,1,1,0
"2/18/2022",2,18,"David Haynes","Marie Green","Honda","Silverado",2019,13702,0.112969352,1547.91,1,1,0
"5/27/2022",5,27,"Olivia Nunez","Allen Alvarado","Nissan","F-150",2020,24728,0.064195376,1587.42,1,1,0
"3/17/2022",3,17,"Judy Booker","Herbert Harris PhD","Ford","F-150",2011,46299,0.08650304,4005,1,1,0
"11/4/2022",11,4,"Justin Fry","Pamela Anderson","Ford","F-150",2015,43704,0.122541935,5355.57,1,1,0
"2/26/2022",2,26,"John Newton","Joseph Salazar","Nissan","F-150",2011,21302,0.092127881,1962.51,1,1,0
"7/25/2022",7,25,"Kristen Martinez","Joshua Webb","Toyota","Corolla",2015,31973,0.089156876,2850.61,1,1,0
"5/13/2022",5,13,"Kimberly Maldonado","Kelly Herman","Chevrolet","F-150",2021,37032,0.087794766,3251.22,1,1,0
"3/14/2022",3,14,"Tara Hubbard","Michelle Hayes","Toyota","Corolla",2019,24771,0.096175892,2382.37,1,1,0
"5/18/2022",5,18,"Ashley Ramos","Sharon Tapia","Nissan","Civic",2022,21629,0.135361027,2927.72,3,1,1
"6/13/2022",6,13,"Patrick Harris","Toni Smith","Honda","Silverado",2016,22495,0.12640586,2843.5,1,1,0
"3/25/2022",3,25,"Eric Lopez","Shane Underwood","Nissan","F-150",2021,46775,0.128325122,6002.41,1,1,0
"2/21/2022",2,21,"Terry Perkins MD","Ariana Boyd","Ford","Silverado",2018,27140,0.131605813,3571.78,1,1,0
"4/13/2022",4,13,"Ashley Brown","Olivia Hall","Nissan","F-150",2017,47252,0.109838787,5190.1,1,1,0
"4/13/2022",4,13,"Norma Watkins","Kevin Marshall","Honda","F-150",2016,20032,0.059540339,1192.71,1,1,0
"12/2/2022",12,2,"Scott Parker","Steven Jackson","Ford","Civic",2015,10684,0.141340114,1510.08,1,1,0
"12/28/2022",12,28,"Andrew Smith","Sarah Mason","Ford","Altima",2018,31592,0.096319767,3042.93,1,1,0
"11/21/2022",11,21,"Harold Nelson","Nicole Warren","Nissan","Corolla",2012,40501,0.098344782,3983.06,1,1,0
"8/17/2022",8,17,"Richard Richardson","Aaron Wells","Chevrolet","Civic",2020,37942,0.083739757,3177.25,1,1,0
"1/24/2022",1,24,"Timothy Blanchard","Tiffany Mathews","Toyota","Silverado",2012,43942,0.06458616,2838.05,1,1,0
"1/28/2022",1,28,"Kevin Wolfe","Jason Yates","Chevrolet","Corolla",2010,35786,0.08954102,3204.31,1,1,0
"5/11/2022",5,11,"Brian Cox","Jessica Gilmore","Ford","Corolla",2022,22488,0.066179299,1488.24,1,1,0
"11/29/2022",11,29,"Andrea Hart MD","Raymond West","Honda","Corolla",2015,24124,0.109814451,2649.16,1,1,0
"9/25/2022",9,25,"John Newton","Holly Hardy","Ford","F-150",2012,19446,0.128681649,2502.34,1,1,0
"9/7/2022",9,7,"Kristen Martinez","Jacob Stokes","Honda","F-150",2013,48419,0.127018014,6150.09,1,1,0
"4/19/2022",4,19,"Kimberly Maldonado","Henry Ayala","Chevrolet","Corolla",2021,28651,0.092142266,2639.97,1,1,0
"12/4/2022",12,4,"Tara Hubbard","Carrie Boyd","Chevrolet","F-150",2013,49855,0.144553721,7206.73,1,1,0
"5/24/2022",5,24,"Ashley Ramos","Harold Hernandez DVM","Honda","Corolla",2021,36865,0.057082798,2104.36,1,1,0
"5/6/2022",5,6,"Patrick Harris","Tanner Collier","Chevrolet","Civic",2018,41520,0.068166132,2830.26,1,1,0
"3/26/2022",3,26,"Eric Lopez","Jose Ward","Chevrolet","Altima",2012,25699,0.065448206,1681.95,1,1,0
"12/22/2022",12,22,"John Newton","Marcus Bullock","Ford","F-150",2017,10503,0.062559908,657.07,1,1,0
"12/1/2022",12,1,"Kristen Martinez","Erica Alexander","Honda","Civic",2022,13986,0.094023194,1315.01,1,1,0
"3/12/2022",3,12,"Kimberly Maldonado","Carlos Phelps","Ford","Civic",2010,12103,0.053400818,646.31,1,1,0
"9/5/2022",9,5,"Tara Hubbard","Martin Wells","Toyota","Civic",2017,25635,0.147659518,3785.25,1,1,0
"8/29/2022",8,29,"Ashley Ramos","Colin Welch","Chevrolet","Civic",2019,27849,0.059948967,1669.52,1,1,0
"12/16/2022",12,16,"Patrick Harris","Katelyn Mercado","Nissan","F-150",2018,14023,0.116598105,1635.06,1,1,0
"5/1/2022",5,1,"Eric Lopez","Tina Zimmerman","Toyota","Altima",2010,11040,0.067260471,742.56,1,1,0
"8/11/2022",8,11,"Terry Perkins MD","Sandra Chase","Honda","F-150",2012,29937,0.143609085,4299.23,1,1,0
"4/27/2022",4,27,"Ashley Brown","Elizabeth Taylor","Chevrolet","Corolla",2013,31020,0.121529608,3769.85,1,1,0
"5/5/2022",5,5,"Norma Watkins","Jennifer Stark","Ford","Altima",2013,17180,0.07355409,1263.66,1,1,0
"12/2/2022",12,2,"Scott Parker","Raymond Rocha","Chevrolet","Silverado",2010,47997,0.091992362,4415.36,1,1,0
"6/22/2022",6,22,"Andrew Smith","John Bell","Chevrolet","Silverado",2017,25916,0.131222293,3400.76,1,1,0
"4/20/2022",4,20,"Harold Nelson","Jamie Tucker","Toyota","Civic",2013,35471,0.104025054,3689.87,1,1,0
"11/3/2022",11,3,"Richard Richardson","Pamela Johnson","Honda","F-150",2022,26200,0.089780881,2352.26,1,1,0
"2/16/2022",2,16,"Robert Sparks","George Kennedy","Toyota","Silverado",2019,28768,0.097124055,2794.06,1,1,0
"12/12/2022",12,12,"Andrea Maxwell","Todd Jordan","Toyota","Corolla",2017,38804,0.055522578,2154.5,1,1,0
"1/16/2022",1,16,"Mark Sanders","Chris Hernandez","Chevrolet","Civic",2011,35487,0.105226947,3734.19,1,1,0
"7/13/2022",7,13,"Melissa Farmer","Candace Rowe","Toyota","F-150",2015,41509,0.061438864,2550.27,1,1,0
"4/21/2022",4,21,"Brian Valencia","Allen Garcia","Chevrolet","F-150",2018,38725,0.146836524,5686.24,1,1,0
"9/6/2022",9,6,"Patricia Castillo","Rickey Price","Toyota","Corolla",2019,33100,0.062604593,2072.21,1,1,0
"11/16/2022",11,16,"Jacqueline Barr","Tammy Bright","Ford","F-150",2012,27150,0.087644258,2379.54,1,1,0
"11/19/2022",11,19,"John Newton","Jonathan Garner","Toyota","Silverado",2018,24381,0.072714628,1772.86,1,1,0
"1/2/2022",1,2,"Kristen Martinez","Lisa Humphrey","Nissan","Altima",2020,34331,0.136182545,4675.28,1,1,0
"1/20/2022",1,20,"Kimberly Maldonado","Matthew King","Chevrolet","F-150",2011,27052,0.13827327,3740.57,1,1,0
"12/18/2022",12,18,"Tara Hubbard","Russell Davidson","Honda","Civic",2022,17629,0.108159864,1906.75,1,1,0
"4/29/2022",4,29,"Ashley Ramos","Samantha Simmons","Toyota","Altima",2017,46890,0.10434781,4892.87,1,1,0
"7/3/2022",7,3,"Patrick Harris","Erica Hall","Toyota","Altima",2020,31042,0.09525771,2956.99,1,1,0
"7/9/2022",7,9,"Eric Lopez","Mr. Michael Harmon","Nissan","Civic",2021,19589,0.131807337,2581.97,1,1,0
"3/22/2022",3,22,"Terry Perkins MD","Heather Norris","Honda","Silverado",2020,26909,0.117004115,3148.46,1,1,0
"3/16/2022",3,16,"Ashley Brown","Janet Cole","Toyota","Altima",2018,14737,0.075817577,1117.32,1,1,0
"9/25/2022",9,25,"Norma Watkins","Jose Arroyo","Nissan","Silverado",2022,22944,0.124915533,2866.06,1,1,0
"10/23/2022",10,23,"Scott Parker","Karen Kelley","Chevrolet","Altima",2020,12182,0.145123875,1767.9,1,1,0
"6/9/2022",6,9,"Andrew Smith","Nathaniel Baker","Chevrolet","F-150",2011,14156,0.131487807,1861.34,1,1,0
"6/21/2022",6,21,"John Newton","Casey Meyer","Nissan","Silverado",2014,33888,0.094233762,3193.39,1,1,0
"10/26/2022",10,26,"Kristen Martinez","Monica Gray","Ford","Silverado",2014,44106,0.067442602,2974.62,1,1,0
"12/22/2022",12,22,"Kimberly Maldonado","Krista Fletcher","Nissan","Altima",2014,40734,0.075037564,3056.58,1,1,0
"10/14/2022",10,14,"Tara Hubbard","Cassandra Ayala","Toyota","Corolla",2014,17714,0.083874231,1485.75,1,1,0
"2/9/2022",2,9,"Jacob Bishop","Andrew Malone","Ford","Silverado",2011,38748,0.100595044,3897.86,1,1,0
"11/27/2022",11,27,"Michael Walton","Angela Martin","Honda","F-150",2011,29379,0.088440424,2598.29,1,1,0
"7/6/2022",7,6,"John Newton","Mr. James Hill","Chevrolet","Silverado",2018,45657,0.094358445,4308.12,1,1,0
"9/11/2022",9,11,"Kristen Martinez","Julian Johns","Nissan","Civic",2013,36025,0.079009397,2846.31,1,1,0
"9/19/2022",9,19,"Kimberly Maldonado","Tina Perez","Ford","Civic",2018,38555,0.055717318,2148.18,1,1,0
"1/6/2022",1,6,"Tara Hubbard","Drew Cantu","Nissan","Silverado",2012,43213,0.098891537,4273.4,1,1,0
"8/20/2022",8,20,"Heather Davidson","John Jones","Nissan","Altima",2019,11928,0.081227811,968.89,1,1,0
"3/29/2022",3,29,"Betty Young","Amy Johnson","Toyota","Civic",2015,42514,0.148339495,6306.51,1,1,0
"12/14/2022",12,14,"Chad Davis","Steven Stevens","Nissan","Silverado",2017,19296,0.139093521,2683.95,1,1,0
"11/4/2022",11,4,"Lauren Hernandez","Richard Moore","Nissan","Civic",2017,15390,0.070796341,1089.56,1,1,0
"1/2/2022",1,2,"David Diaz","James Thomas","Toyota","Altima",2018,29532,0.1387614,4097.9,1,1,0
"7/23/2022",7,23,"Brian Moran","Debra Freeman","Nissan","Altima",2021,11303,0.113273278,1280.33,1,1,0
"1/5/2022",1,5,"Amanda Butler","Donna Walker","Ford","Altima",2018,16734,0.089669198,1500.52,1,1,0
"5/3/2022",5,3,"Jacob Bishop","Christopher Macdonald","Ford","Corolla",2020,10618,0.126843031,1346.82,1,1,0
"11/5/2022",11,5,"Michael Walton","Seth Thomas","Chevrolet","Civic",2018,40234,0.081153175,3265.12,1,1,0
"3/15/2022",3,15,"John Newton","Michael Owens","Toyota","F-150",2015,15040,0.124262121,1868.9,1,1,0
"4/28/2022",4,28,"Kristen Martinez","Mario Rivera","Ford","Corolla",2014,48510,0.133321137,6467.41,2,2,0
"6/8/2022",6,8,"Kimberly Maldonado","Tony Wilson","Ford","Corolla",2013,18232,0.12605704,2298.27,1,1,0
"8/7/2022",8,7,"Tara Hubbard","Julie Gonzalez","Toyota","F-150",2019,36554,0.073470815,2685.65,1,1,0
"3/20/2022",3,20,"Heather Davidson","Cynthia Douglas","Nissan","Silverado",2022,43319,0.114084092,4942.01,1,1,0
"1/8/2022",1,8,"Betty Young","Mr. Eric Powell","Ford","Altima",2010,47997,0.101196388,4857.12,1,1,0
"6/23/2022",6,23,"Chad Davis","Maria Padilla","Toyota","Altima",2015,45930,0.121264838,5569.69,1,1,0
"10/4/2022",10,4,"Lauren Hernandez","Jordan Sanford","Chevrolet","Altima",2012,44633,0.054078941,2413.71,1,1,0
"7/24/2022",7,24,"David Diaz","Bryan Burton","Ford","F-150",2010,14384,0.053949952,776.02,1,1,0
"6/12/2022",6,12,"Brian Moran","Paul Robertson","Ford","Corolla",2020,19366,0.062033965,1201.35,1,1,0
"3/13/2022",3,13,"Amanda Butler","Kimberly Cook","Toyota","Silverado",2021,25319,0.082756116,2095.3,1,1,0
"7/22/2022",7,22,"Jacob Bishop","Ethan Bauer","Ford","Civic",2012,36214,0.121878682,4413.71,1,1,0
"1/21/2022",1,21,"Richard Richardson","Emma Taylor","Chevrolet","Silverado",2010,25317,0.135485691,3430.09,1,1,0
"7/4/2022",7,4,"Robert Sparks","Mr. David Mack MD","Honda","Silverado",2014,21343,0.145653542,3108.68,1,1,0
"5/27/2022",5,27,"Andrea Maxwell","Arthur Shepherd","Nissan","F-150",2017,33157,0.085035298,2819.52,1,1,0
"10/1/2022",10,1,"Mark Sanders","Patrick Taylor","Ford","Altima",2014,23876,0.091679679,2188.94,1,1,0
"6/29/2022",6,29,"Melissa Farmer","Juan Coleman","Toyota","Altima",2017,21555,0.104039865,2242.58,1,1,0
"5/30/2022",5,30,"Brian Valencia","Tonya Hart","Ford","Corolla",2022,20429,0.112564318,2299.58,1,1,0
"3/7/2022",3,7,"Patricia Castillo","Michelle Scott","Toyota","Corolla",2022,25795,0.137500399,3546.82,1,1,0
"8/19/2022",8,19,"Jacqueline Barr","Sharon Fuller","Nissan","Corolla",2020,28349,0.05760086,1632.93,1,1,0
"8/18/2022",8,18,"John Newton","Amy Hawkins","Toyota","Corolla",2022,22985,0.104884417,2410.77,1,1,0
"5/4/2022",5,4,"Kristen Martinez","Mark Lynch","Ford","F-150",2011,14379,0.097430842,1400.96,1,1,0
"7/15/2022",7,15,"Kimberly Maldonado","Jeffrey Shaffer","Nissan","Altima",2016,23105,0.062654758,1447.64,1,1,0
"5/3/2022",5,3,"Tara Hubbard","Tammy Bailey","Honda","F-150",2021,39692,0.129746192,5149.89,1,1,0
"10/24/2022",10,24,"Ashley Ramos","Danny Jackson","Nissan","Altima",2018,21042,0.093594318,1969.41,1,1,0
"9/27/2022",9,27,"Patrick Harris","Jessica Stevenson","Ford","Corolla",2022,21300,0.109362735,2329.43,1,1,0
"12/1/2022",12,1,"Eric Lopez","Jonathon Davis","Toyota","Silverado",2012,28125,0.068453099,1925.24,1,1,0
"11/20/2022",11,20,"Norma Watkins","John Bush","Chevrolet","Corolla",2016,48574,0.148291349,7203.1,1,1,0
"10/13/2022",10,13,"Scott Parker","Larry Pugh","Chevrolet","Corolla",2021,28352,0.121222839,3436.91,1,1,0
"5/8/2022",5,8,"Richard Richardson","Robert Mills","Chevrolet","Corolla",2012,45360,0.095968675,4353.14,1,1,0
"10/19/2022",10,19,"Robert Sparks","Susan Phillips","Ford","F-150",2013,28150,0.146300357,4118.36,1,1,0
"6/30/2022",6,30,"Andrea Maxwell","Craig Hicks","Toyota","F-150",2022,48712,0.096844086,4717.47,1,1,0
"11/19/2022",11,19,"Mark Sanders","Melissa Jones","Toyota","Altima",2014,33453,0.050688749,1695.69,1,1,0
"1/9/2022",1,9,"Melissa Farmer","Alison Thomas","Honda","Corolla",2011,48805,0.105585499,5153.1,1,1,0
"7/19/2022",7,19,"Brian Valencia","Michael Torres","Honda","Corolla",2021,13720,0.071075203,975.15,1,1,0
"11/27/2022",11,27,"Patricia Castillo","Jacqueline Pittman","Toyota","Silverado",2020,18842,0.081526277,1536.12,1,1,0
"4/24/2022",4,24,"Jacqueline Barr","Harold Berry","Chevrolet","Civic",2019,18229,0.115410808,2103.82,1,1,0
"1/25/2022",1,25,"John Newton","Chad Kim","Nissan","Corolla",2010,10388,0.122594946,1273.52,1,1,0
"12/30/2022",12,30,"Kristen Martinez","Shannon Martin","Toyota","F-150",2010,42747,0.097554283,4170.15,1,1,0
"8/18/2022",8,18,"Kimberly Maldonado","Joseph Wilcox","Chevrolet","Altima",2011,43489,0.050083041,2178.06,1,1,0
"2/6/2022",2,6,"Tara Hubbard","Holly Lee","Nissan","Altima",2011,24086,0.118587393,2856.3,1,1,0
"10/12/2022",10,12,"Ashley Ramos","Krystal Johnson","Nissan","Civic",2016,13551,0.098866848,1339.74,1,1,0
"4/7/2022",4,7,"Patrick Harris","William Garcia","Nissan","Civic",2022,16054,0.097667947,1567.96,1,1,0
"12/5/2022",12,5,"Eric Lopez","Brett Kim","Nissan","Silverado",2016,36940,0.111616659,4123.12,1,1,0
"5/9/2022",5,9,"Sherry Foster","Logan Johnston","Ford","Altima",2019,44492,0.080841135,3596.78,1,1,0
"10/10/2022",10,10,"Nathan Taylor","Brittany Hayes","Ford","Altima",2017,47950,0.064287316,3082.58,1,1,0
"9/29/2022",9,29,"Richard Richardson","Timothy Mcbride","Ford","Altima",2017,23950,0.086129637,2062.8,1,1,0
"9/12/2022",9,12,"Robert Sparks","Barbara Garcia","Ford","F-150",2018,46336,0.110212213,5106.79,1,1,0
"9/13/2022",9,13,"Andrea Maxwell","Adrian Johnson","Nissan","Silverado",2012,16192,0.088209016,1428.28,1,1,0
"2/18/2022",2,18,"Mark Sanders","Anna Patton","Ford","Civic",2019,25903,0.117213781,3036.19,1,1,0
"9/13/2022",9,13,"Richard Richardson","Cheryl Anthony","Ford","F-150",2021,44738,0.144108664,6447.13,1,1,0
"3/19/2022",3,19,"Robert Sparks","Anne Carr","Nissan","Corolla",2015,45089,0.127177228,5734.29,1,1,0
"2/17/2022",2,17,"Andrea Maxwell","Michael Hansen","Honda","Silverado",2016,33218,0.105672028,3510.21,1,1,0
"1/26/2022",1,26,"Mark Sanders","Erin Adams","Chevrolet","F-150",2017,14384,0.071684029,1031.1,1,1,0
"7/15/2022",7,15,"Melissa Farmer","Stephen Webb","Nissan","Altima",2019,37245,0.097744558,3640.5,1,1,0
"4/23/2022",4,23,"Brian Valencia","Frank Schwartz","Ford","F-150",2013,45097,0.084984528,3832.55,1,1,0
"3/19/2022",3,19,"Patricia Castillo","Kristina Pierce","Toyota","F-150",2013,44257,0.148230507,6560.24,1,1,0
"1/12/2022",1,12,"Jacqueline Barr","Margaret Burke","Toyota","Altima",2010,45213,0.113915445,5150.46,1,1,0
"6/12/2022",6,12,"John Newton","Juan Edwards","Nissan","Corolla",2022,19437,0.145242859,2823.09,1,1,0
"1/23/2022",1,23,"Kristen Martinez","Vanessa Gallegos","Toyota","Corolla",2019,21890,0.058922135,1289.81,1,1,0
"11/23/2022",11,23,"Kimberly Maldonado","Elaine Ortiz","Toyota","F-150",2010,35472,0.138814401,4924.02,1,1,0
"11/28/2022",11,28,"Tara Hubbard","Theresa Perry","Chevrolet","F-150",2019,34748,0.061641006,2141.9,1,1,0
"9/30/2022",9,30,"Ashley Ramos","Jonathon Garcia","Toyota","Corolla",2019,40891,0.053430566,2184.83,1,1,0
